protein1	protein2	1
PSMB9	PC	0.9680776596
PSMB9	ACADVL	0.9849624634
PSMB9	PPOX	0.9567615986
PSMB9	ACACA	0.9806987643
PSMB9	PTGES2	0.9613880515
PSMB9	MGMT	0.9518724084
PSMB9	S100A13	0.9634360671
RNPEP	TUBA1A	0.9578045011
RNPEP	TPT1	0.955773294
RNPEP	ARF6	0.9564176202
RNPEP	ANP32B	0.9647749066
RNPEP	PAPSS1	0.9826991558
RNPEP	ISG15	0.9698640108
RNPEP	PTMA	0.992864728
RNPEP	RHOC	0.9658944607
RNPEP	APEH	0.9765325785
RNPEP	HIST1H1D	0.9674742222
RNPEP	STMN1	0.9706577659
RNPEP	EIF1	0.9952350259
RNPEP	SARS	0.9780573249
RNPEP	ARPC4	0.9596156478
RNPEP	COPZ1	0.9895510077
RNPEP	FKBP3	0.9678077102
RNPEP	PEA15	0.9749165177
RNPEP	PPP2R4	0.9853584766
RNPEP	STMN2	0.9885534048
RNPEP	CNN2	0.9887187481
RNPEP	COPS8	0.9736039639
RNPEP	HN1L	0.9796343446
RNPEP	UBA2	0.9620790482
RNPEP	PSME2	0.9510507584
RNPEP	DNPH1	0.9613673687
RNPEP	PFDN4	0.9863074422
RNPEP	CHMP1B	0.9620575905
RNPEP	LYPLA1	0.9649790525
CRYZ	APEX1	0.9769093394
CRYZ	ANXA6	0.9529963136
CRYZ	STMN1	0.9520126581
CRYZ	EIF1	0.9946168065
CRYZ	PPP3CA	0.9711332321
RSU1	VASP	0.9691964984
ATP6V1E1	ETF1	0.9888190627
ATP6V1E1	APRT	0.9517083764
ATP6V1E1	TALDO1	0.9766002893
ATP6V1E1	ALDH9A1	0.9663613439
ATP6V1E1	VPS35	0.9880032539
ATP6V1E1	ATP6V1G1	0.9955555797
ATP6V1E1	ATP6V1B2	0.9626812339
ATP6V1E1	MAT2A	0.9742945433
ATP6V1E1	AARS	0.9633386135
ATP6V1E1	SNX5	0.9636964202
PCBP3	DCPS	0.9617648125
PCBP3	PC	0.9806055427
PCBP3	LACTB	0.962777257
PCBP3	ACACA	0.9751625061
PCBP3	HDAC1	0.950140059
PCBP3	PITRM1	0.9809834361
PCBP3	ANP32E	0.9633603096
PCBP3	ADI1	0.9870555401
VPS26A	TXNDC5	0.9566953182
VPS26A	TUBA1A	0.9820574522
VPS26A	TPT1	0.9932271838
VPS26A	LAP3	0.9901015759
VPS26A	TPD52L2	0.9733569026
VPS26A	PTMA	0.9918859005
VPS26A	ANXA6	0.9816021323
VPS26A	STMN1	0.9668360353
VPS26A	EIF1	0.9896678925
VPS26A	SEC23A	0.9716638327
VPS26A	STMN2	0.9974054694
VPS26A	CNN2	0.9536360502
VPS26A	PSME2	0.9672959447
VPS26A	TBCA	0.9592511058
VPS26A	C11orf58	0.9802425504
VPS26A	ENSA	0.952352047
PSMB8	AHSA1	0.961035192
PSMB8	ETF1	0.9950791597
PSMB8	GLRX3	0.9598156214
PSMB8	APRT	0.9641447663
PSMB8	BLVRA	0.9637933969
PSMB8	VPS35	0.9599834681
PSMB8	PPM1G	0.9629839659
PSMB8	AP1G1	0.985650003
PSMB8	GMDS	0.9579632282
PSMB8	MAT2A	0.9615683556
PSMB8	FKBP4	0.978207171
PSMB8	TSTA3	0.9686701298
PSMB8	EIF4A2	0.9621049166
PSMB8	PAFAH1B3	0.9513965249
PSMB8	DPP3	0.9831422567
PSMB8	MAT2B	0.9801568985
PSMB8	SNX5	0.9505848289
XRCC6	HNRNPC	0.9792265892
XRCC6	EEF1E1	0.9831483364
XRCC6	TUBA1A	0.9853249192
XRCC6	XRCC5	0.9942785501
XRCC6	EEF2	0.9729409218
XRCC6	H2AFX	0.967208147
XRCC6	RPS12	0.9897428155
XRCC6	PRPF3	0.9788988233
XRCC6	ZNF207	0.9784718156
XRCC6	HIST1H2BK	0.9545800686
XRCC6	SNRNP200	0.9631219506
XRCC6	SRP72	0.951793611
XRCC6	STAU1	0.9797827601
XRCC6	RPLP1	0.995244205
XRCC6	SNRPB2	0.958466053
XRCC6	RPS17L	0.9873350859
XRCC6	TOP1	0.983176589
XRCC6	HIST1H1D	0.9988994598
XRCC6	HIST1H1C	0.9726433158
XRCC6	RPS4Y1	0.9792683721
XRCC6	BRD2	0.9756032825
XRCC6	RPL10	0.9658343196
XRCC6	CAD	0.9690173864
XRCC6	MAP4	0.9756610394
XRCC6	HNRNPH1	0.9690898061
XRCC6	CSTF2	0.9631581903
XRCC6	RPS27	0.9669982195
XRCC6	RPL35	0.9626192451
XRCC6	RPL28	0.9696877599
XRCC6	RPS5	0.9815124273
XRCC6	RPS10	0.9815588593
XRCC6	RPL29	0.9765666723
XRCC6	SRP9	0.9892873764
XRCC6	CTCF	0.9806389213
XRCC6	RPL14	0.9919272661
XRCC6	SMARCA4	0.9719304442
XRCC6	NAP1L1	0.9945334196
XRCC6	RPS20	0.985255599
XRCC6	RPL26	0.9808299541
XRCC6	RPL37A	0.9564469457
XRCC6	HNRNPK	0.9795116186
XRCC6	RPS7	0.9580132365
XRCC6	RPS29	0.9868640304
XRCC6	SNRPF	0.9582865834
XRCC6	SNRPD1	0.9978846908
XRCC6	RPL23A	0.9669487476
XRCC6	RPS15	0.9868758917
XRCC6	RPS24	0.9753779173
XRCC6	RPS25	0.9917846918
XRCC6	RPS26	0.9673998952
XRCC6	RPL8	0.9584523439
XRCC6	SUMO1	0.9785657525
XRCC6	RPL38	0.9500495791
XRCC6	RPS21	0.9965876341
XRCC6	NOP14	0.9837867618
XRCC6	RPL24	0.9783285856
XRCC6	U2AF1	0.9856873155
XRCC6	EWSR1	0.9547806382
XRCC6	RPL18A	0.9547134638
XRCC6	EIF4G1	0.9584403038
XRCC6	EXOSC9	0.9557580352
XRCC6	AIMP1	0.9707553983
XRCC6	ILF3	0.9575567842
XRCC6	HNRNPA0	0.9634163976
XRCC6	PABPC4	0.9882313609
XRCC6	TCOF1	0.9980452061
XRCC6	GNL2	0.9574406743
XRCC6	BYSL	0.9657440186
XRCC6	RBM39	0.9689180851
XRCC6	DHX8	0.9638990164
XRCC6	PUM1	0.9763849974
XRCC6	BMS1	0.9506551027
XRCC6	CHD4	0.9888142943
XRCC6	NOLC1	0.9963151813
XRCC6	SART3	0.9608243704
XRCC6	PCBP2	0.9890559912
XRCC6	CPSF6	0.9687610865
XRCC6	FAM98B	0.9585681558
XRCC6	CDC73	0.9632366896
XRCC6	PRPF8	0.9582695365
XRCC6	RPS27L	0.9848159552
XRCC6	PHF6	0.9524891376
XRCC6	RAVER1	0.9539821148
XRCC6	KRI1	0.9560045004
XRCC6	H1FX	0.9976607561
XRCC6	DDX17	0.9587632418
XRCC6	CELF1	0.9591742754
XRCC6	STMN2	0.9514775872
XRCC6	RPL36AL	0.9774263501
XRCC6	MSI2	0.9644529223
XRCC6	FUBP3	0.9614692926
XRCC6	ZFP91	0.9531929493
XRCC6	NSUN5	0.9555800557
XRCC6	SRPK1	0.980984211
XRCC6	STRBP	0.9642617702
XRCC6	SIN3A	0.9639023542
XRCC6	HNRNPAB	0.9896028638
XRCC6	EBNA1BP2	0.9878316522
XRCC6	MYBBP1A	0.977568388
XRCC6	RIOK1	0.9788088202
XRCC6	GNL3	0.9606612921
XRCC6	RBM4	0.9766289592
XRCC6	DDX24	0.9935706854
XRCC6	NAT10	0.9580581784
XRCC6	DHX36	0.9698543549
XRCC6	ESF1	0.9881237149
XRCC6	MOV10	0.9618375897
XRCC6	DYNLRB1	0.9660294056
XRCC6	MBNL1	0.974175334
XRCC6	PNO1	0.956638515
XRCC6	RBM28	0.9678584337
XRCC6	ARGLU1	0.9762707949
XRCC6	LYAR	0.9901326895
XRCC6	IGF2BP1	0.9947749376
XRCC6	MRTO4	0.9576619267
XRCC6	AKAP8L	0.9642230868
XRCC6	SCAF8	0.9955228567
XRCC6	SF3B6	0.9601396918
XRCC6	RPL36	0.9784696102
XRCC6	YTHDF2	0.974573791
XRCC6	IGF2BP2	0.962629199
XRCC6	CETN2	0.9644569159
XRCC6	ACTA2	0.9974710941
XRCC6	NOM1	0.9671223164
XRCC6	ARL6IP4	0.9744592309
XRCC6	CWC27	0.9805696011
XRCC6	UTP15	0.9507077932
XRCC6	NOC4L	0.977345705
XRCC6	RPL36A	0.9983799458
XRCC6	HIST1H1A	0.9677972198
XRCC6	SFSWAP	0.9773245454
XRCC6	SMN1	0.9647675753
XRCC6	ZNF318	0.9526321292
XRCC6	CTR9	0.9662098885
XRCC6	BBX	0.9729276896
XRCC6	DGCR8	0.9559388161
XRCC6	C12orf43	0.9500763416
XRCC6	CDK12	0.974044323
XRCC6	GPATCH8	0.9780341983
XRCC6	ZMYND8	0.9669886231
XRCC6	ZC3H4	0.9771465659
XRCC6	CCNT1	0.9684501886
XRCC6	SURF6	0.9647980928
XRCC6	SLU7	0.9615766406
XRCC6	HMGN2	0.9634526968
XRCC6	SNRPC	0.9705106616
XRCC6	RBM34	0.9504271746
XRCC6	FAU	0.9717457891
XRCC6	PWP1	0.9893600941
XRCC6	FRG1	0.9727369547
XRCC6	SLBP	0.9586685896
XRCC6	TCEB2	0.9847955704
XRCC6	RSBN1	0.9525167942
XRCC6	RSBN1L	0.9510151744
XRCC6	CCDC137	0.9557600021
XRCC6	CENPU	0.9537022114
XRCC6	GPALPP1	0.9621189237
XRCC6	DHX37	0.9643826485
XRCC6	NKAP	0.985288918
XRCC6	ZC3H8	0.9689031839
XRCC6	CACTIN	0.9752346873
XRCC6	SNRNP27	0.9843594432
XRCC6	POM121	0.9698021412
XRCC6	MYCBP	0.970928669
XRCC6	C19orf43	0.9755617976
XRCC6	CMSS1	0.9621148109
XRCC6	C7orf50	0.9771908522
XRCC6	SRSF8	0.961720407
